Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
1991,Qtr 3,September,18,1991-09-18,Vermont,Convair,Convair Cv 580C,Belvedere Center Vermont,Cargo Canair,2,2,0,2
1990,Qtr 1,January,29,1990-01-29,Vermont,Cessna,Cessna 208B Caravan In4688B,Burlington Vermont,Express Airborne,2,2,0,2
1946,Qtr 3,July,26,1946-07-26,Veracruz,Fairchild,Fairchild Pilgrim 100Axa Dej,Near Huatesco Veracruz,Mexico Communicaciones Aereos De Veracruz,9,9,0,9
1937,Qtr 1,January,11,1937-01-11,Veracruz,Lockheed,Lockheed 10E Electrax Abeo,Near Playa V Icente Veracruz,Mexico Mexicana,9,9,0,9
1938,Qtr 3,August,12,1938-08-12,Vera,Lockheed,Lockheed 10E Electrax Abas,Near San Andres Tuxtla Vera,Mexico           Cruz Mexicana,11,11,0,11
1991,Qtr 4,October,13,1991-10-13,Venezuela,Bell,Bell 214 Styv O,Aponguao Falls Venezuela,Edelca,12,12,0,12
2010,Qtr 3,August,27,2010-08-27,Venezuela,Mi,Mi 17V 5Gn10139,Buena Vista Venezuela,Guard National Venezuelan - Military,10,10,0,10
1948,Qtr 2,June,26,1948-06-26,Venezuela,Douglas,Douglas Dc 3Yv,Maiquetia Venezuela,Venezolana Aeropostal Linea,17,1,0,1
1971,Qtr 1,January,25,1971-01-25,Venezuela,Vickers,Vickers Viscount 749Yv C,Merida Venezuela,Venezolana Aeropostal Linea,47,13,0,13
2009,Qtr 2,May,3,2009-05-03,Venezuela,Mi,Mi  35Ev08114,Near El Alto De Rubio Venezuela,Army Venezuelan - Military,18,18,0,18
1990,Qtr 1,January,23,1990-01-23,Venezuela,Casa,Casa 212 200 Aviocararv,Near Caracas Venezuela,Navy Venezuelan - Military,25,25,0,25
1959,Qtr 1,January,21,1959-01-21,Venezuela,Curtiss,Curtiss C 46D,Near Merida Venezuela,Bolivar Expresa Linea,4,4,0,4
1961,Qtr 1,March,9,1961-03-09,Venezuela,Douglas,Douglas Dc 3Yv,Near Caracas Venezuela,Venezolana Aeropostal Linea,12,12,0,12
1997,Qtr 3,August,29,1997-08-29,Venezuela,Pilatus,Pilatus Pc 6 Turbo Porter / Cessna 206Fac1115,Puerto Inirida Venezuela,Satena,12,12,0,12
1989,Qtr 4,November,28,1989-11-28,Venezuela,Cessna,Cessna 402Yv 478C,Charallave Venezuela,Cave Aéreas Lineas,7,3,0,3
2010,Qtr 3,September,13,2010-09-13,Venezuela,Atr,Atr 42 320Yv,Puerto Ordaz Venezuela,Conviasa Airline,51,17,0,17
1948,Qtr 3,August,20,1948-08-20,Venezuela,Douglas,Douglas C 47Ayv,La Guaira Venezuela,Avensa,3,3,0,3
2008,Qtr 1,January,4,2008-01-04,Venezuela,Let,Let 410 Uvp E3Yv2081,Los Roques Venezuela,Transaven,18,18,0,18
1960,Qtr 2,April,28,1960-04-28,Venezuela,Douglas,Douglas Dc 3Yv,Near Calabozo Venezuela,Venezolana Aeropostal Linea,13,13,0,13
2003,Qtr 3,August,8,2003-08-08,Venezuela,Cessna,Cessna 208B Grand Caravanyv 1069C,Tocomita Venezuela,(Sasca) Sucre Aeronauticos Servicios,16,1,0,1
2004,Qtr 4,November,18,2004-11-18,Venezuela,Bae,Bae 3101 Jetstream 31Yv 1083C,Caracas Venezuela,Venezolana,21,3,0,3
1974,Qtr 3,August,14,1974-08-14,Venezuela,Vickers,Vickers Viscount 749Yv C,Margarita Island Venezuela,Venezolana Aeropostal Linea,49,49,0,49
2004,Qtr 4,December,10,2004-12-10,Venezuela,Pzl,Pzl  Mielec M28Gn,El Junquito Venezuela,Venezuela De Nacional Guardia,16,16,0,16
2001,Qtr 3,July,12,2001-07-12,Venezuela,Antonov,Antonov An 28 Pzl,Near Puerto Cabello Venezuela,Company Overtec - Private,13,13,0,13
1998,Qtr 4,October,2,1998-10-02,Venezuela,Douglas,Douglas Dc 3Cyv,Near Canaima Venezuela,Servivensa,27,1,0,1
2003,Qtr 3,July,13,2003-07-13,Venezuela,Let,Let 410Uvp Eyv,Near San Cristobal Venezuela,Aérea Compania Duran & Ruiban,10,4,0,4
1954,Qtr 4,December,18,1954-12-18,Venezuela,Douglas,Douglas C 47Ayv,Near Bolivar Venezuela,Venezolana Aeropostal Linea,2,2,0,2
1952,Qtr 4,December,25,1952-12-25,Venezuela,Douglas,Douglas Dc 3Yv,Off Caracas Venezuela,Avensa,5,3,0,3
1956,Qtr 4,November,27,1956-11-27,Venezuela,Lockheed,Lockheed 749 79,Caracas Venezuela,Venezolana Aeropostal Linea,25,25,0,25
1972,Qtr 3,August,27,1972-08-27,Venezuela,Douglas,Douglas C 47,Canaima Venezuela,Venezolanas Areas Lineas,34,34,0,34
2005,Qtr 1,March,8,2005-03-08,Venezuela,Cessna,Cessna 500 Citation Iyv 21Cp,Chrallave Venezuela,Global Air,2,2,0,2
2001,Qtr 1,January,25,2001-01-25,Venezuela,Douglas,Douglas Dc 3C (C47A,Ciudad Bolivar Venezuela,Airlines Rutaca,24,24,0,24
1978,Qtr 1,March,3,1978-03-03,Venezuela,British,British Aerospace 748 2Ayv 45C,Off Caracas Venezuela,Venezolana Aeropostal Linea - Lav,47,47,0,47
1994,Qtr 4,December,17,1994-12-17,Venezuela,Douglas,Douglas C 47A,Cerro Aicha Venezuela,Servivensa,9,7,0,7
1969,Qtr 4,December,3,1969-12-03,Venezuela,Boeing,Boeing B 707,Off Caracas Venezuela,France Air,62,62,0,62
2008,Qtr 1,February,21,2008-02-21,Venezuela,Atr,Atr  42,Merida Venezuela,Airlines Barbara Santa,46,46,0,46
1999,Qtr 4,December,25,1999-12-25,Venezuela,Yakovlev,Yakovlev Yak 42Dcu,Bejuma Venezuela,Aviacion De Cubana,22,22,0,22
1974,Qtr 4,December,22,1974-12-22,Venezuela,Mcdonnell,Mcdonnell Douglas Dc 9,Maturin Venezuela,(Venezuela) Sa Venezolanas Aerovias,77,77,0,77
1968,Qtr 3,August,20,1968-08-20,Venezuela,Hawker,Hawker Siddeley Hs 748,Near Maturin Venezuela,Venezolana Aeropostal Linea,7,4,0,4
1950,Qtr 4,December,15,1950-12-15,Venezuela,Douglas,Douglas C 47,Valera Venezuela,Avensa,31,31,0,31
1968,Qtr 4,December,12,1968-12-12,Venezuela,Boeing,Boeing B 707,Near Caracas Venezuela,Airways World American Pan,51,51,0,51
1957,Qtr 3,September,3,1957-09-03,Venezuela,Douglas,Douglas Dc 3Yv,Niquitao Venezuela,Avensa,8,8,0,8
1947,Qtr 2,April,8,1947-04-08,Venezuela,Douglas,Douglas C 47Ayv,Near Caracas Venezuela,Venezolana Aeropostal Linea,27,27,0,27
1991,Qtr 1,March,5,1991-03-05,Venezuela,Mcdonnell,Mcdonnell Douglas Dc 9,La Puerta Venezuela,Venezolana Aeropostal Linea,45,45,0,45
2004,Qtr 3,August,21,2004-08-21,Venezuela,Shorts,Shorts 360Fav 1652,Near Maracay Venezuela,Force Air Venezuelan - Military,25,25,0,25
1955,Qtr 2,May,21,1955-05-21,Venezuela,Douglas,Douglas C 47,Off Barcelona Venezuela,Venezolana Aeropostal Linea,16,4,0,4
1952,Qtr 1,March,29,1952-03-29,Venezuela,Douglas,Douglas Dc 3Yv,Near San Felipe Venezuela,Taca,12,12,0,12
2013,Qtr 1,January,4,2013-01-04,Venezuela,Britten,Britten Norman Bn 2A,Off Los Roques Venezuela,5074 Transaereo,6,6,0,6
2005,Qtr 3,August,16,2005-08-16,Venezuela,Mcdonnell,Mcdonnell Douglas Md 82Hk,Near La Cucharita Venezuela,Airways Caribbean West,160,160,0,160
2003,Qtr 4,October,11,2003-10-11,Venezuela,Antonov,Antonov An 2Tpyv,Uriman Venezuela,Transmandu,2,1,0,1
1991,Qtr 1,January,10,1991-01-10,Venezuela,Casa,Casa 212 Aviocar 200Arv 0209,Near Paramo Mucuti Venezuela,Navy Venezuelan - Military,22,21,0,21
1999,Qtr 4,October,24,1999-10-24,Venezuela,Arava,Arava 201Ev 8012,San Carlos Venezuela,Army Venezuelan - Military,6,6,0,6
1993,Qtr 2,April,2,1993-04-02,Venezuela,Mcdonnell,Mcdonnell Douglas Dc 9,Off Margarita Island Venezuela,Venezolana Aeropostal Linea,11,11,0,11
1958,Qtr 4,October,14,1958-10-14,Venezuela,Lockheed,Lockheed 1049E Super Constellationyv C,Mt. Alto Del Cedro Venezuela,Venezolana Aeropostal Linea,23,23,0,23
1985,Qtr 2,May,28,1985-05-28,Venezuela,Convair,Convair Cv 580Yv,Cabimas Venezuela,Avensa,13,2,0,2
1978,Qtr 4,November,21,1978-11-21,Venezuela,Douglas,Douglas C 47Ahk,Near Rubio Venezuela,Venado El Aereo,27,27,0,27
1944,Qtr 3,August,29,1944-08-29,Västergötland,Lockheed,Lockheed 18 56 Loadstarg,Near Lidköping Västergötland,Swden British Overseas Airways,15,11,0,11
1972,Qtr 4,October,23,1972-10-23,Vanuatu,Britten,Britten  Norman Bn,Tanna Vanuatu,Melanesie Air,8,1,0,1
1991,Qtr 3,July,25,1991-07-25,Vanuatu,Britten,Britten  Norman Bn,Espiritu Santos Vanuatu,Vanair,9,9,0,9
1999,Qtr 2,May,8,1999-05-08,Vanuatu,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300Yj,Off Port Vila Vanuatu,Vanair,12,7,0,7
1995,Qtr 4,December,20,1995-12-20,Valle,Boeing,Boeing B 757,Near Buga Valle,Colombia         Cauca Del American Airlines,164,160,0,160
1962,Qtr 2,June,3,1962-06-03,Val-De-Marne,Boeing,Boeing B 707,Villeneuve-Le-Roi Val-De-Marne,France Air France,132,130,0,130
1958,Qtr 4,December,23,1958-12-23,Uzbekstan,Illyushin,Ilyushin Il 14Cccp,Tashkent Uzbekstan,Aeroflot,21,21,0,21
2004,Qtr 1,January,13,2004-01-13,Uzbekstan,Yakovlev,Yakovlev Yak 40Uk,Tashkent Uzbekistan,Airways Uzbekistan,37,37,0,37
1999,Qtr 3,August,26,1999-08-26,Uzbekstan,Yakovlev,Yakovlev Yak 40Uk,Turtkul Uzbekistan,Airways Uzbekistan,33,2,0,2
1966,Qtr 1,January,14,1966-01-14,Uzbekstan,Antonov,Antonov An 2Cccp,Shamurat Uzbekistan,Aeroflot,11,11,0,11
1962,Qtr 3,July,6,1962-07-06,Uzbekstan,Illyushin,Ilyushin Il 14Cccp,Near Tashkent Uzbekistan,Ussraeroflot,38,11,0,11
1974,Qtr 4,December,14,1974-12-14,Uzbekstan,Yakovlev,Yakovlev 40Cccp 87630,Bukhara Uzbekistan,Aeroflot,19,7,0,7
1959,Qtr 4,December,13,1959-12-13,Uzbekstan,Illyushin,Ilyushin Il 18Cccp,Near Tashkent Uzbekistan,Ussraeroflot,29,29,0,29
1987,Qtr 1,January,16,1987-01-16,Uzbekstan,Yakovlev,Yakovlev Yak 40Cccp,Tashkent Uzbekistan,Aeroflot,9,9,0,9
1985,Qtr 3,July,10,1985-07-10,Uzbekstan,Tupolev,Tupolev Tu 154B,Near Uchuduk Uzbekistan,Ussraeroflot,200,200,0,200
1947,Qtr 3,August,21,1947-08-21,Utah,Curtiss,Curtiss C 46Enc59488,Hanksville Utah,Airways Slick,3,3,0,3
1940,Qtr 4,November,4,1940-11-04,Utah,Douglas,Douglas Dc 3Nc16086,Near Centerville Utah,Lines Air United,10,10,0,10
1947,Qtr 4,October,24,1947-10-24,Utah,Douglas,Douglas Dc 6Nc37510,Bryce Canyon Utah,Lines Air United,53,53,0,53
1993,Qtr 1,January,3,1993-01-03,Utah,Bell,Bell 206B3N1078V,Ogden Utah,Inc. Helicopters Coast South - Taxi Air,4,4,0,4
1987,Qtr 1,January,15,1987-01-15,Utah,Swearingen,Swearingen Sa 226Tc / Mooney M,Salt Lake City Utah,Private. / Airlines Skywest,10,10,0,10
1963,Qtr 1,January,17,1963-01-17,Utah,Fairchild,Fairchild F 27N2703,Great Salt Lake Utah,Airlines Coast West,3,3,0,3
1977,Qtr 4,December,18,1977-12-18,Utah,Douglas,Douglas Dc 8,Near Salt Lake City Utah,Lines Air United,3,3,0,3
1943,Qtr 4,December,29,1943-12-29,Utah,Consolidated,Consolidated B 24 / Consolidated B,Lakeside Utah,Army U.S. - Military / Forces Air Army U.S. - Military,25,25,0,25
1942,Qtr 2,May,1,1942-05-01,Utah,Douglas,Douglas Dst A,Salt Lake City Utah,Lines Air United,17,17,0,17
1960,Qtr 4,October,15,1960-10-15,Utah,Curtiss,Curtiss C 46Fn1300N,Plain City Utah,Airways Capitol,2,2,0,2
1979,Qtr 4,November,18,1979-11-18,Utah,Lockheed,Lockheed L 188Cf Electran859U,Granger Utah,Airlines Transamerica,3,3,0,3
1934,Qtr 1,February,23,1934-02-23,Utah,Boeing,Boeing 247Nc13357,Near Salt Lake City Utah,Company Aircraft Boeing,8,8,0,8
1936,Qtr 4,December,15,1936-12-15,Utah,Boeing,Boeing 247Dnc13370,Near Salt Lake City Utah,Express Air Western,7,7,0,7
1965,Qtr 4,November,11,1965-11-11,Utah,Boeing,Boeing B 727,Salt Lake City Utah,Lines Air United,91,43,0,43
1942,Qtr 4,December,15,1942-12-15,Utah,Douglas,Douglas Dc 3Anc16060,Fairfield Utah,Airlines Western,19,17,0,17
1931,Qtr 4,November,23,1931-11-23,Utah,Boeing,Boeing 40Nc7465,Salt Lake City Utah,Transport Air Boeing,1,1,0,1
1965,Qtr 4,November,27,1965-11-27,Utah,Douglas,Douglas C 53,Salt Lake City  Utah,Airlines Edde,13,13,0,13
1970,Qtr 2,May,2,1970-05-02,Us,Mcdonnell,Mcdonnell Douglas Dc 9,Near St. Croix Us,Airlines Islandsantillean Virgin,63,23,0,23
1938,Qtr 1,January,11,1938-01-11,Us,Sirkorsky,Sikorsky S 42 (Flying Boat)Nc16734,Pago Pago U.S.,Airways World American Samoapan,7,7,0,7
1981,Qtr 4,October,26,1981-10-26,Us,Lockheed,Lockheed L 749A Constellationhi,St. Thomas U.S.,Argo Islandsaerolineas Virgin,5,5,0,5
1928,Qtr 1,January,16,1928-01-16,Uruguay,Latecoere,Latecoere 25F Aikg,Solis Uruguay,Aeropostale,2,2,0,2
1960,Qtr 3,September,7,1960-09-07,Uruguay,Douglas,Douglas Dc 6Lv,Near Salto Uruguay,Argentinas Aerolineas,31,31,0,31
1997,Qtr 4,October,10,1997-10-10,Uruguay,Mcdonnell,Mcdonnell Douglas Dc 9,Nuevo Berlin Uruguay,(Argentina) Aeras Lineas Austral,74,74,0,74
1978,Qtr 1,February,10,1978-02-10,Uruguay,Douglas,Douglas C 47A,Near Artigas Uruguay,Force Air Uruguayan,44,44,0,44
1977,Qtr 2,June,20,1977-06-20,Uruguay,Embraer,Embraer 110C Bandeirantecx Bje,Salto-Nueva Hesperides Uruguay,Uruguaya Aérea Fuerza,15,12,0,12
1974,Qtr 3,August,11,1974-08-11,Upper,Illyushin,Ilyushin Il 18Btz,Near Ouagadougou Upper,Mali  Voltaair,60,47,0,47
1923,Qtr 3,August,27,1923-08-27,United,Farman,Farman F.60 Goliathf Aecb,East Mallling United,Union Kingdomair,11,1,0,1
2010,Qtr 3,September,3,2010-09-03,United,Boeing,Boeing B747 44Afn571Up,Dubai United,Ups Service- Parcel Emiratesunited Arab,2,2,0,2
2008,Qtr 3,September,3,2008-09-03,United,Bell,Bell 212A6 Avl,Off Dubai United,Emiratesaerogulf Arab,7,7,0,7
1998,Qtr 3,July,13,1998-07-13,United,Illyushin,Ilyushin 76Mdur 76424,Off Rasal United,Aircompany Emiratesati Arab,8,8,0,8
1996,Qtr 2,May,19,1996-05-19,United,Britten,Britten  Norman Bn,Griesta United,Kingdomloganair,3,3,0,3
1999,Qtr 4,December,22,1999-12-22,United,Boeing,Boeing 747 2B5Fhl,Great Hallingbury United,Air Kingdomkorean,4,4,0,4
1997,Qtr 4,December,15,1997-12-15,United,Tupolev,Tupolev Tu 154Ey,Sharjah United,Airlines Emiratestajikistan Arab,86,85,0,85
2016,Qtr 3,August,5,2016-08-05,United,Boeing,Boeing 777 31Ha6,Dubai United,Emiratesemirates Arab,300,0,1,1
1935,Qtr 3,July,23,1935-07-23,United,De Havilland,De Havilland Dh 84 Dragong,Cardiff United,Airways Kingdomjersey,8,1,0,1
2009,Qtr 4,October,21,2009-10-21,United,Boeing,Boeing 707 330Cst,Sharjah United,Emiratesazzi Arab,6,6,0,6
1937,Qtr 4,November,26,1937-11-26,United,Junkers,Junkers Ju 52D,Croydon United,Lufthansa Kingdomdeutsche,3,3,0,3
1972,Qtr 1,March,14,1972-03-14,United,Aerospatiale,Aerospatiale Caravelle Super 10Boy Stl,Near Al Fujayrah United,Airways Emiratessterling Arab,112,112,0,112
1953,Qtr 3,August,3,1953-08-03,United,Douglas,Douglas Dc 3Ap,Sharjah United,Airways Emiratesorient Arab,25,1,0,1
2004,Qtr 1,February,10,2004-02-10,United,Fokker,Fokker F 50Ep,Sharjah United,Airlines Emirateskish Arab,46,43,0,43
2005,Qtr 1,March,15,2005-03-15,United,Pilatus,Pilatus  Britten Norman Bn,Off Campbeltown United,Kingdomloganair,2,2,0,2
1974,Qtr 1,January,6,1974-01-06,Ukraine,Antonov,Antonov An 24Vcccp,Mukachevo Ukraine,Aeroflot,24,24,0,24
1933,Qtr 4,November,21,1933-11-21,Ukraine,Kalinin,Kalinin K 7,Near Kharkov Ukraine,Ussrkalinin,20,14,0,14
2020,Qtr 3,September,25,2020-09-25,Ukraine,Antonov,Antonov An26Sh76 Yellow,Near Chuguev Ukraine,Force Air Ukraine - Military,27,26,0,26
1972,Qtr 2,May,18,1972-05-18,Ukraine,Antonov,Antonov An 10Acccp,Near Kharkov Ukraine,Ussraeroflot,122,122,0,122
1974,Qtr 2,May,23,1974-05-23,Ukraine,Yakovlev,Yakovlev Yak 40Cccp,Kiev Ukraine,Ussraeroflot,29,29,0,29
2019,Qtr 4,October,4,2019-10-04,Ukraine,Antonov,Antonov An 12Bkur,Lviv Ukraine,Alliance Air Ukraine,8,5,0,5
1973,Qtr 4,December,23,1973-12-23,Ukraine,Tupolev,Tupolev Tu 124Cccp,Lvov Ukraine,Ussraeroflot,17,17,0,17
2014,Qtr 2,June,14,2014-06-14,Ukraine,Illyushin,Ilyushin 76Md76777,Lugansk Ukraine,Force Air Ukraine - Military,49,49,0,49
1976,Qtr 2,May,15,1976-05-15,Ukraine,Antonov,Antonov An 24Cccp,Chernigov Ukraine,Ussraeroflot,52,52,0,52
1975,Qtr 4,November,20,1975-11-20,Ukraine,Antonov,Antonov An 24Cccp,Kharkov Ukraine,Ussraeroflot,50,19,0,19
1959,Qtr 4,November,16,1959-11-16,Ukraine,Antonov,Antonov An 10Cccp,Lvov Ukraine,Ussraeroflot,40,40,0,40
1970,Qtr 3,September,2,1970-09-02,Ukraine,Tupolev,Tupolev Tu 124Cccp,Near Dnepropetrovsk Ukraine,Ussraeroflot,37,37,0,37
1970,Qtr 3,September,2,1970-09-02,Ukraine,Tupolev,Tupolev Tu 124Cccp,Lihovka Ukraine,Aeroflot,37,37,0,37
1960,Qtr 3,August,17,1960-08-17,Ukraine,Illyushin,Ilyushin Il 18Bcccp,Near Kiev Ukraine,Aeroflot,34,34,0,34
1961,Qtr 3,July,10,1961-07-10,Ukraine,Tupolev,Tupolev Tu 104Bcccp,Odessa Ukraine,Ussraeroflot,85,1,0,1
2002,Qtr 3,July,27,2002-07-27,Ukraine,Sukhoi,Sukhoi Su 2742,Lviv Ukraine,Force Air Ukraine - Military,2,0,85,85
1969,Qtr 3,August,3,1969-08-03,Ukraine,Antonov,Antonov An 24B	 Cccp,Preobrazhenka Ukraine,Aeroflot,55,55,0,55
1971,Qtr 1,March,31,1971-03-31,Ukraine,Antonov,Antonov An 10Cccp,Vorochilovgrad Ukraine,Aeroflot,65,65,0,65
2013,Qtr 1,February,13,2013-02-13,Ukraine,Antonov,Antonov An 24Rvur,Donetsk Ukraine,Airlines South,45,5,0,5
1970,Qtr 2,April,4,1970-04-04,Ukraine,Illyushin,Ilyushin Il 14Pcccp,Zaporozhye Ukraine,Aeroflot,35,7,0,7
1985,Qtr 2,May,3,1985-05-03,Ukraine,Tupolev,Tupolev Tu 134A / Antonov An,Near L'Vov Ukraine,Ussraeroflot / Soviet Air Force,76,76,0,76
2014,Qtr 3,July,17,2014-07-17,Ukraine,Boeing,Boeing 777 2H6Er9M,Hrabove Ukraine,Airlines Malaysia,298,298,0,298
1985,Qtr 3,September,25,1985-09-25,Ukraine,Antonov,Antonov An 12Cccp,Near Kharkov Ukraine,Map,9,9,0,9
1971,Qtr 3,September,16,1971-09-16,Ukraine,Tupolev,Tupolev Tu 134Aha,Kiev Ukraine,Ussrmalev Hungarian Airlines,49,49,0,49
1944,Qtr 4,December,7,1944-12-07,Ukraine,Sunov,Lisunov Li 2Cccp,Orlivka Ukraine,Aeroflot,16,16,0,16
2006,Qtr 3,August,22,2006-08-22,Ukraine,Tupolev,Tupolev Tu 154Mra,Near Donetsk Ukraine,Airlines Pulkovo,170,170,0,170
1977,Qtr 3,July,8,1977-07-08,Ukraine,Antonov,Antonov An 24Cccp,Off Kirovograd Ukraine,Aeroflot,7,6,0,6
1983,Qtr 3,July,16,1983-07-16,Uk,Sirkorsky,Sikorsky S 61N,Off Scilly Islands Ukbritish,Helicopters Airways,26,20,0,20
2009,Qtr 1,March,9,2009-03-09,Uganda,Illyushin,Ilyushin Il 76Ts9,Lake Victoria Uganda,Aerolift,11,11,0,11
2006,Qtr 1,January,8,2006-01-08,Uganda,Antonov,Antonov 129Q Cih,Bukalaza Uganda,Air Service,6,6,0,6
1998,Qtr 4,October,25,1998-10-25,Uganda,Britten,Britten  Norman Bn,Rwenzori Mountains Uganda,Aviation Tana,11,4,0,4
1976,Qtr 2,June,27,1976-06-27,Uganda,Airbus,Airbus A300F Bvgg,Entebbe Uganda,France Air,258,7,0,7
1967,Qtr 1,February,7,1967-02-07,Uarmisrair,Antonov,Antonov An 24,Near Hourghada Uarmisrair,N/A,30,30,0,30
1983,Qtr 3,September,23,1983-09-23,Uae,Boeing,Boeing B 737,Near Mina Jebel Ali Uaegulf,Air,112,112,0,112
1989,Qtr 3,September,27,1989-09-27,Tusayan,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300N75Gc,Grand Canyon National Park Airport Tusayan,Arizona Grand Canyon Airlines,21,10,0,10
1990,Qtr 4,November,19,1990-11-19,Turkmenistan,Mil,Mil Mi 8Tcccp,Near Ashkhabad Turkmenistan,Ussraeroflot,15,15,0,15
1941,Qtr 4,November,29,1941-11-29,Turkmenistan,Tupolev,Tupolev Ant 6Cp,Chardzhou Turkmenistan,Aeroflot,36,7,0,7
1963,Qtr 1,March,5,1963-03-05,Turkmenistan,Illyushin,Ilyushin Il 18Vcccp,Ashgabat Turkmenistan,Aeroflot,54,12,0,12
1996,Qtr 1,March,12,1996-03-12,Turkmenistan,Mil,Mil Mi 8T (Helicopter)Ez,Karabogazgol Bay Turkmenistan,Air Akhal,12,12,0,12
1980,Qtr 1,March,14,1980-03-14,Turkey,Lockheed,Lockheed C 130H74,Near Yenice Turkey,Force Air U.S. - Military,18,18,0,18
1979,Qtr 4,December,23,1979-12-23,Turkey,Fokker,Fokker F 28 Fellowship 1000Tc,Ankara Turkey,(Thy) Airlines Turkish,45,41,0,41
1953,Qtr 3,September,25,1953-09-25,Turkey,Douglas,Douglas Dc 3Tc,Ankara Turkey,Yollari Hava Devlet,21,5,0,5
1981,Qtr 3,September,22,1981-09-22,Turkey,Northrop,Northrop F 5A,Near Babaeski Turkey,Force Air Turkish - Military,0,0,40,40
1954,Qtr 2,April,3,1954-04-03,Turkey,Douglas,Douglas Dc 3Tc,Kabassaak Turkey,Yollari Hava Devlet,25,25,0,25
1982,Qtr 2,April,13,1982-04-13,Turkey,Lockheed,Lockheed C 130H74,Near Erzurum Turkey,Force Air U.S. - Military,27,27,0,27
2001,Qtr 2,May,16,2001-05-16,Turkey,Casa,Casa Cn 235M,Malatya Turkey,Force Air Turkish - Military,34,34,0,34
1988,Qtr 1,January,2,1988-01-02,Turkey,Boeing,Boeing B 737,Izmir Turkey,Flugdienst Condor,16,16,0,16
1963,Qtr 1,February,1,1963-02-01,Turkey,Vickers,Vickers Viscount 754D / Douglas C 47Od,Ankara Turkey,Forcec-47 Air Turkish - Military / Airlines East Middle,17,17,87,104
1964,Qtr 1,February,3,1964-02-03,Turkey,Douglas,Douglas C 47Atc,Near Ankara Turkey,(Thy) Airlines Turkish,3,3,0,3
1950,Qtr 1,March,25,1950-03-25,Turkey,Douglas,Douglas Dc 3Tc,Ankara Turkey,Yollairi Hava Devlet,15,15,0,15
1983,Qtr 1,January,16,1983-01-16,Turkey,Boeing,Boeing B 727,Ankara Turkey,(Thy) Airlines Turkish,67,47,0,47
1999,Qtr 4,December,29,1999-12-29,Turkey,Antonov,Antonov 283C Jji,Near Zonguldak Turkey,Aviacion De Guineana Ecuato,6,6,0,6
2007,Qtr 4,November,30,2007-11-30,Turkey,Mcdonnell,Mcdonnell Douglas Md 83Tc,Near Isparta Turkey,Airlines Atlasjet,57,57,0,57
1975,Qtr 1,January,30,1975-01-30,Turkey,Fokker,Fokker F 28 Fellowship 1000Tc,Istanbul Turkey,(Thy) Airlines Turkish,42,42,0,42
1974,Qtr 1,January,26,1974-01-26,Turkey,Fokker,Fokker F 28 Fellowship 1000Tc,Izmir Turkey,(Thy) Airlines Turkish,73,66,0,66
1962,Qtr 1,March,8,1962-03-08,Turkey,Fairchild,Fairchild F 27Tc,Mt. Medetsiz Turkey,(Thy) Airlines Turkish,11,11,0,11
1961,Qtr 3,September,23,1961-09-23,Turkey,Fokker,Fokker F 27 Friendship 100Tc,Ankara Turkey,(Thy) Airlines Turkish,29,28,0,28
1960,Qtr 1,January,19,1960-01-19,Turkey,Sud,Sud Aviation Caravelle 1Oy Krb,Ankara Turkey,(Sas) Airlines Scandinavian,42,42,0,42
2003,Qtr 1,January,8,2003-01-08,Turkey,Bae,Bae Avro Rj 100Tc,Diyarbakir Turkey,(Thy) Airlines Turkish,80,75,0,75
2020,Qtr 1,February,5,2020-02-05,Turkey,Boeing,Boeing 737 86Jtc,Istanbul Turkey,Airlines Pegasus,177,3,0,3
1959,Qtr 2,April,23,1959-04-23,Turkey,Avro,Avro 688 Super Traderg Agrh,Van Turkey,Charter Air,12,12,0,12
1976,Qtr 3,September,19,1976-09-19,Turkey,Boeing,Boeing B 727,Karatepe Mountains Turkey,(Thy) Airlines Turkish,154,154,0,154
1953,Qtr 3,August,3,1953-08-03,Turkey,Lockheed,Lockheed L  749A Constellationf,Off Fethiye Point Turkey,France Air,42,4,0,4
1954,Qtr 1,January,5,1954-01-05,Turkey,Douglas,Douglas Dc 3Tc,Lapseki Turkey,Yollari Hava Devlet,10,4,0,4
1999,Qtr 2,April,7,1999-04-07,Turkey,Boeing,Boeing 737 4Q8Tc,Near Ceyhan Turkey,(Thy) Airlines Turkish,6,6,0,6
2003,Qtr 2,May,26,2003-05-26,Turkey,Yakovlev,Yakovlev 42Dur 42352,Near Macka Turkey,Airlines Ukranian-Mediterranean,75,75,0,75
1961,Qtr 4,December,21,1961-12-21,Turkey,De Havilland,De Havilland Comet 4Bg Arjm,Ankara Turkey,Airways European British,34,27,0,27
2017,Qtr 1,March,10,2017-03-10,Turkey,Sirkorsky,Sikorsky S 76Ctc,Istanbul Turkey,Aviation Swan,7,7,0,7
1994,Qtr 4,December,29,1994-12-29,Turkey,Boeing,Boeing B 737,Near Van Turkey,(Thy) Airlines Turkish,76,57,0,57
2002,Qtr 2,May,7,2002-05-07,Tunisia,Boeing,Boeing B 737,Near Tunis Tunisia,Egypt,62,14,0,14
